가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
164,4000417269003,리터)딸기요거트초콜릿100g (미사용),미출력,과자,수입과자,기타수입과자
165,4000417294005,리터)코코아무스초콜릿100g,미출력,과자,수입과자,기타수입과자
166,4000522009532,(G)치오스틱치즈85g,미출력,과자,수입과자,수입쿠키파이
167,4001686805138,하리보)크리스마스미니스250g,미출력,과자,쿠키파이,비스켓행사(빼빼로)
168,4002652000441,베니종합쿠키,미출력,과자,수입과자,수입쿠키파이
169,4004806510103,사덱스)UFO캔디브라우즈팝45g,미출력,과자,수입과자,기타수입과자
170,4006529002170,천하)보르그레베링비스킷,미출력,과자,수입과자,수입쿠키파이
171,4006894489002,람베르츠)뮤지컬틴위드발레나200g,미출력,과자,수입과자,수입쿠키파이
172,4006894521504,아띠)람베르츠베스트셀렉션520g(한정),미출력,과자,쿠키파이,비스켓행사(빼빼로)
173,4006952008114,코펜라스)헤이즐넛쿠키,미출력,과자,수입과자,수입쿠키파이
174,4006952008145,코펜라스)비엔나버터링쿠키,미출력,과자,수입과자,수입쿠키파이
175,4014400902495,스톡)리젠,미출력,과자,수입과자,기타수입과자
176,4017100358852,발센)히트미니스밀크130g,미출력,과자,수입과자,수입쿠키파이
177,4017100712203,로렌즈)크런칩스솔티드100g,미출력,과자,수입과자,수입스낵
178,4018077000928,로렌즈)지중해야채감자칩100g,미출력,과자,수입과자,수입스낵
179,4018077712999,로렌즈)씨쏠트앤페퍼감자칩100g,미출력,과자,수입과자,수입스낵
180,4035600926944,삼경)미니언즈텅타투과자12g,미출력,과자,수입과자,기타수입과자
181,4101540705809,쿠첸마이스터)마블케익400g,미출력,과자,수입과자,기타수입과자
182,4101540705823,쿠첸마이스터)푸룻츠케익400g,미출력,과자,수입과자,기타수입과자
183,4543112881205,크레용신짱초코비20g,미출력,과자,수입과자,수입스낵
184,4549660884804,크레용신짱초코비20g,미출력,과자,수입과자,수입스낵
185,4549660885009,크레용신짱)딸기맛초코비20g,미출력,과자,수입과자,수입스낵
186,4560124987107,효성)밀크바닐라와플롤1000,미출력,과자,수입과자,수입쿠키파이
187,4570117922015,반다이)니포르메이션기동전사건담씰웨하스13g(한정),미출력,과자,수입과자,기타수입과자
188,4571157255408,북해도)치즈케이크180g,미출력,과자,수입과자,기타수입과자
189,4580114002115,효성)미니크리스피크래커1000,미출력,과자,수입과자,수입쿠키파이
190,4710098161625,일신)위메이드밀크쿠키120g,미출력,과자,수입과자,수입쿠키파이
191,4711036020141,하타리)말키스트설탕맛크래커144g,미출력,과자,수입과자,수입쿠키파이
192,4711931008237,대만)파인애플케익펑리수184g,미출력,과자,수입과자,수입쿠키파이
193,4711931030917,PK)펑리수120g,미출력,과자,쿠키파이,파이
194,4711931032935,스노우)크리스피바닐라향밀크120g,미출력,과자,수입과자,수입쿠키파이
195,4711931032942,스노우)크리스피크랜베리120g,미출력,과자,수입과자,수입쿠키파이
196,4712277822723,글로리아)초콜릿와퍼스틱,미출력,과자,수입과자,수입쿠키파이
197,4712277822730,글로리아)바닐라밀크와퍼스틱,미출력,과자,수입과자,수입쿠키파이
198,4713037580136,키즈웰)대만누가크래커3입,미출력,과자,수입과자,수입쿠키파이
199,4740053006340,발스낵)그랜드감자칩치즈어니언90g,미출력,과자,수입과자,수입스낵
200,4740053006371,발스낵)그랜드감자칩씨솔트90g,미출력,과자,수입과자,수입스낵
201,4740053006432,발스낵)그랜드감자칩사우어크림허브90g,미출력,과자,수입과자,수입스낵
